A4GALT	NM_017436
SNORD110	NR_003078
SNORD111	NR_003079
SNORD111B	NR_037420
SNORD113-1	NR_003229
SNORD113-2	NR_003230
SNORD113-4	NR_003232
SNORD113-5	NR_003233
SNORD113-6	NR_003234
SNORD113-7	NR_003235
SNORD113-9	NR_003237
SNORD114-1	NR_003193
SNORD114-10	NR_003203
SNORD114-11	NR_003204
SNORD114-12	NR_003205
SNORD114-13	NR_003206
SNORD114-14	NR_003207
SNORD114-15	NR_003208
SNORD114-16	NR_003209
SNORD114-17	NR_003210
SNORD114-18	NR_003211
SNORD114-19	NR_003212
SNORD114-2	NR_003194
SNORD114-20	NR_003213
SNORD114-21	NR_003214
SNORD114-22	NR_003215
SNORD114-23	NR_003216
SNORD114-24	NR_003217
SNORD114-25	NR_003218
SNORD114-26	NR_003219
SNORD114-27	NR_003220
SNORD114-28	NR_003221
SNORD114-29	NR_003222
SNORD114-3	NR_003195
SNORD114-30	NR_003223
SNORD114-31	NR_003224
SNORD114-4	NR_003196
SNORD114-5	NR_003197
SNORD114-6	NR_003198
SNORD114-7	NR_003199
SNORD114-8	NR_003200
SNORD114-9	NR_003201
SNORD115-1	NR_001291
SNORD115-11	NR_003358
SNORD115-14	NR_003306
SNORD115-15	NR_003313
SNORD115-16	NR_003308
SNORD115-17	NR_003311
SNORD115-2	NR_003294
SNORD115-22	NR_003314
SNORD115-24	NR_003495
SNORD115-25	NR_003342
SNORD115-27	NR_003496
SNORD115-28	NR_003497
SNORD115-3	NR_003295
SNORD115-30	NR_003345
SNORD115-31	NR_003346
SNORD115-32	NR_003347
SNORD115-33	NR_003348
SNORD115-35	NR_003350
SNORD115-37	NR_003352
SNORD115-38	NR_003353
SNORD115-39	NR_003354
SNORD115-4	NR_003296
SNORD115-40	NR_003355
SNORD115-41	NR_003356
SNORD115-44	NR_003359
SNORD115-45	NR_003498
SNORD115-47	NR_003499
SNORD115-48	NR_003362
SNORD115-5	NR_003304
SNORD115-6	NR_003298
SNORD115-7	NR_003299
SNORD115-8	NR_003300
SNORD115-9	NR_003297
SNORD116-1	NR_003316
SNORD116-10	NR_003325
SNORD116-11	NR_003326
SNORD116-12	NR_003327
SNORD116-13	NR_003329
SNORD116-15	NR_003330
SNORD116-16	NR_003331
SNORD116-18	NR_003333
SNORD116-19	NR_003332
SNORD116-2	NR_003317
SNORD116-20	NR_003335
SNORD116-23	NR_003337
SNORD116-24	NR_003338
SNORD116-25	NR_003339
SNORD116-26	NR_003341
SNORD116-29	NR_003360
SNORD116-3	NR_003324
SNORD116-5	NR_003322
SNORD116-8	NR_003323
SNORD117	NR_003140
SNORD119	NR_003684
SNORD11B	NR_003694
SNORD12	NR_003030
SNORD121A	NR_003685
SNORD123	NR_003689
SNORD124	NR_102369
SNORD126	NR_003693
SNORD127	NR_003691
SNORD12B	NR_003695
SNORD12C	NR_002433
SNORD15A	NR_000005
SNORD15B	NR_000025
SNORD16	NR_002440
SNORD17	NR_003045
SNORD18A	NR_002441
SNORD18B	NR_002442
SNORD19	NR_003047
SNORD19B	NR_003687
SNORD1A	NR_004395
SNORD1B	NR_004396
SNORD2	NR_002587
SNORD20	NR_002908
SNORD21	NR_000006
SNORD23	NR_003048
SNORD24	NR_002447
SNORD28	NR_002562
SNORD30	NR_002561
SNORD32A	NR_000021
SNORD32B	NR_003049
SNORD33	NR_000020
SNORD34	NR_000019
SNORD35A	NR_000018
SNORD35B	NR_001285
SNORD36A	NR_002448
SNORD36B	NR_000017
SNORD36C	NR_000016
SNORD37	NR_002602
SNORD38A	NR_001456
SNORD38B	NR_001457
SNORD41	NR_002751
SNORD42A	NR_000014
SNORD42B	NR_000013
SNORD43	NR_002439
SNORD44	NR_002750
SNORD45A	NR_002749
SNORD45B	NR_002748
SNORD45C	NR_003042
SNORD46	NR_000024
SNORD48	NR_002745
SNORD49A	NR_002744
SNORD49B	NR_003043
SNORD4A	NR_000010
SNORD4B	NR_000009
SNORD5	NR_003033
SNORD50A	NR_002743
SNORD50B	NR_003044
SNORD51	NR_002589
SNORD52	NR_002742
SNORD53	NR_002741
SNORD54	NR_002437
SNORD55	NR_000015
SNORD56B	NR_001276
SNORD58A	NR_002571
SNORD58C	NR_003701
SNORD59A	NR_002737
SNORD59B	NR_003046
SNORD60	NR_002736
SNORD61	NR_002735
SNORD62A	NR_003050
SNORD63	NR_002913
SNORD65	NR_003054
SNORD66	NR_003055
SNORD67	NR_003056
SNORD68	NR_002450
SNORD69	NR_003057
SNORD7	NR_003037
SNORD70	NR_003058
SNORD71	NR_003059
SNORD72	NR_002583
SNORD74	NR_002579
SNORD75	NR_003941
SNORD77	NR_003943
SNORD78	NR_003944
SNORD79	NR_003939
SNORD8	NR_002916
SNORD81	NR_003938
SNORD82	NR_004398
SNORD85	NR_003066
SNORD87	NR_002598
SNORD88A	NR_003067
SNORD88B	NR_003068
SNORD88C	NR_003069
SNORD89	NR_003070
SNORD9	NR_003029
SNORD90	NR_003071
SNORD91A	NR_003072
SNORD91B	NR_003073
SNORD92	NR_003074
SNORD93	NR_003075
SNORD94	NR_004378
SNORD95	NR_002591
SNORD96A	NR_002592
SNORD96B	NR_004379
SNORD97	NR_004403
SNORD98	NR_003076
SNORD99	NR_003077
SNRK-AS1	NR_046757
SNRPD2	NM_004597
SNRPD2P2	NR_033826
SNRPF	NM_003095
SNTB2	NM_006750
SNURF	NM_022804
SNX25	NM_031953
SNX29P1	NR_045011
SNX5	NM_014426
SOCS2-AS1	NR_038263
SOGA2	NM_015210
SOLH	NM_005632
SOX2-OT	NR_075091
SPACA5	NM_205856
SPAG5-AS1	NR_040012
SPAM1	NM_003117
SPANXA2-OT1	NR_037183
SPANXE	NM_145665
SPANXF1	NM_145664
SPANXN2	NM_001009615
SPARCL1	NM_004684
SPATA13-AS1	NR_046531
SPATA21	NM_198546
SPATA24	NM_194296
SPATA25	NM_080608
SPATA3	NM_139073
SPATA31A2	NM_001040065
SPATA31A3	NM_001083124
SPATA31A4	NM_015667
SPATA31C1	NM_001145124
SPATA31C2	NM_001166137
SPATA31D3	NM_207416
SPATA31D4	NM_001145197
SPATA31D5P	NR_026851
SPATA41	NR_028139
SPATA42	NR_034168
SPATA6L	NM_001039395
SPATA8	NM_173499
SPATA8-AS1	NR_102753
SPC24	NM_182513
SPDYC	NM_001008778
SPDYE1	NM_175064
SPDYE2B	NM_001166339
SPDYE3	NM_001004351
SPDYE4	NM_001128076
SPDYE5	NM_001099435
SPDYE7P	NR_003666
SPDYE8P	NR_003664
SPERT	NM_152719
SPG20	NM_015087
SPG20OS	NR_045180
SPHAR	NM_006542
SPIN2A	NM_019003
SPIN2B	NM_001006681
SPINK14	NM_001001325
SPINK8	NM_001080525
SPIRE1	NM_001128626
SPRN	NM_001012508
SPRR1A	NM_005987
SPRR2B	NM_001017418
SPRR2C	NR_003062
SPSB2	NM_001146316
SPTSSB	NM_001040100
SPTY2D1-AS1	NR_038360
SQRDL	NM_001271213
SRCRB4D	NM_080744
SRD5A1P1	NR_028597
SRD5A3-AS1	NR_037969
SRGAP2B	NM_001271870
SRGAP2D	NM_001271887
SRGAP3-AS3	NR_103443
SRP14-AS1	NR_040059
SRPR	NM_003139
SRRM2-AS1	NR_027275
SRSF11	NM_004768
SRSF8	NM_032102
SSBP3	NM_145716
SSFA2	NM_006751
SSPO	NM_198455
SSR4P1	NR_027292
SSSCA1	NM_006396
SSSCA1-AS1	NR_038923
SSTR5-AS1	NR_027242
SSX1	NM_005635
SSX2	NM_003147
SSX2IP	NM_001166293
SSX5	NM_021015
SSX8	NR_027250
SSX9	NR_073393
ST13P4	NR_002183
ST3GAL4-AS1	NR_033839
ST3GAL6	NM_001271145
ST3GAL6-AS1	NR_046683
ST5	NM_213618
ST6GAL2	NM_032528
ST6GALNAC6	NM_013443
ST7-AS1	NR_002330
ST7-AS2	NR_002331
ST7-OT4	NR_002329
ST8SIA1	NM_003034
STAG3L2	NR_040584
STAG3L3	NR_040582
STAG3L4	NR_040585
STARD13-AS	NR_046693
STARD3NL	NM_032016
STARD4-AS1	NR_040093
STARD6	NM_139171
STARD7	NM_020151
STAU2-AS1	NR_038406
STBD1	NM_003943
STEAP1B	NM_001164460
STIM2	NM_001169118
STK24	NM_001032296
STK4-AS1	NR_038341
STL	NR_026876
STON1-GTF2A1L	NM_001198594
STON2	NM_001256430
STPG2-AS1	NR_102713
STRA13	NM_001271006
STRA8	NM_182489
STXBP5-AS1	NR_034115
STXBP6	NM_014178
SUGT1P1	NR_003667
SUGT1P3	NR_003365
SULT1C2P1	NR_037191
SULT6B1	NM_001032377
SUMO1P1	NR_002189
SUMO1P3	NR_002190
SUPT20HL1	NM_001136234
SUPT20HL2	NM_001136233
SUV420H1	NM_017635
SUV420H2	NM_032701
SWI5	NM_001040011
SYNE3	NM_152592
SYNGR2	NM_004710
SYNJ2-IT1	NR_046796
SYNJ2BP-COX16	NM_001202547
SYNPR-AS1	NR_046677
SYPL1	NM_006754
SYT16	NM_031914
SYTL3	NM_001242384
SYTL4	NM_001174068
T	NM_003181
TAAR3	NR_028511
TAAR9	NM_175057
TAMM41	NM_138807
TARP	NM_001003806
TARS	NM_001258438
TARSL2	NM_152334
TAS2R10	NM_023921
TAS2R30	NM_001097643
TBC1D15	NM_022771
TBC1D26	NM_178571
TBC1D28	NM_001039397
TBC1D29	NM_015594
TBC1D3B	NM_001001417
TBC1D3C	NM_001001418
TBC1D3P1-DHX40P1	NR_002924
TBC1D3P5	NR_033892
TBC1D5	NM_001134380
TBC1D9B	NM_198868
TBCEL	NM_152715
TBX5-AS1	NR_038440
TCAM1P	NR_002947
TCEAL4	NM_001006937
TCEAL6	NM_001006938
TCEANC	NM_152634
TCEB1	NM_005648
TCEB2	NM_207013
TCEB3	NM_003198
TCEB3B	NM_016427
TCEB3C	NM_145653
TCF15	NM_004609
TCP10	NM_004610
TCP10L2	NM_001145121
TCP11X2	NM_001277423
TCTA	NM_022171
TDGF1P3	NR_002718
TDH	NR_001578
TDRD3	NM_001146070
TDRG1	NR_024015
TDRP	NM_001256113
TEAD3	NM_003214
TEAD4	NM_201443
TEKT4P2	NR_038328
TENC1	NM_170754
TEPP	NM_199046
TEX21P	NR_033777
TEX26-AS1	NR_038287
TEX40	NM_001039496
TEX41	NR_033870
TEX9	NM_198524
TFAMP1	NR_001288
TFPT	NM_013342
TGFBR3L	NM_001195259
THAP3	NM_001195752
THAP7-AS1	NR_027051
THEG5	NM_001205273
THNSL2	NM_018271
THRB-AS1	NR_046244
TIAL1	NM_001033925
TIGD2	NM_145715
TIMM17B	NM_001167947
TINCR	NR_027064
TIPARP-AS1	NR_027954
TJAP1	NM_001146020
TLDC1	NM_020947
TLR8-AS1	NR_030727
TLX1NB	NM_001085398
TMC4	NM_001145303
TMCC1	NM_001017395
TMCO4	NM_181719
TMCO5B	NR_046005
TMED10P1	NR_002807
TMED11P	NR_033768
TMED7-TICAM2	NM_001164468
TMEM105	NM_178520
TMEM110-MUSTN1	NM_001198974
TMEM114	NM_001146336
TMEM133	NM_032021
TMEM136	NM_001198670
TMEM14E	NM_001123228
TMEM155	NM_152399
TMEM159	NM_020422
TMEM173	NM_198282
TMEM180	NM_024789
TMEM189-UBE2V1	NM_199203
TMEM191A	NR_026815
TMEM191C	NM_001207052
TMEM194A	NM_001130963
TMEM194B	NM_001142645
TMEM198	NM_001005209
TMEM2	NM_013390
TMEM200C	NM_001080209
TMEM206	NM_001198862
TMEM207	NM_207316
TMEM211	NM_001001663
TMEM220-AS1	NR_073458
TMEM222	NM_032125
TMEM229B	NM_182526
TMEM235	NM_001204211
TMEM246	NM_032342
TMEM247	NM_001145051
TMEM253	NM_001146683
TMEM254-AS1	NR_027428
TMEM255A	NM_017938
TMEM257	NM_004709
TMEM27	NM_020665
TMEM30C	NR_028357
TMEM35	NM_021637
TMEM44	NM_001166305
TMEM44-AS1	NR_047573
TMEM5	NM_014254
TMEM52B	NM_153022
TMEM55A	NM_018710
TMEM55B	NM_001100814
TMEM56	NM_152487
TMEM57	NM_018202
TMEM65	NM_194291
TMEM66	NM_016127
TMEM71	NM_144649
TMEM72-AS1	NR_033842
TMEM74B	NM_018354
TMEM80	NM_001276274
TMEM88B	NM_001146685
TMEM8A	NM_021259
TMEM8C	NM_001080483
TMEM99	NM_001195387
TMEM9B-AS1	NR_073431
TMLHE-AS1	NR_039991
TMPO-AS1	NR_027157
TMPRSS11A	NM_182606
TMPRSS11BNL	NM_001129907
TMPRSS11GP	NR_033737
TMPRSS4-AS1	NR_038318
TMPRSS7	NM_001042575
TNFSF12-TNFSF13	NM_172089
TNFSF18	NM_005092
TNFSF8	NM_001244
TNPO1	NM_153188
TNRC18P1	NR_077215
TNRC6C-AS1	NR_040071
TOB1-AS1	NR_038458
TOB2P1	NR_002936
TOLLIP-AS1	NR_029409
TOMM6	NM_001134493
TOMM7	NM_019059
TOMM70A	NM_014820
TOP1P1	NR_002719
TOP1P2	NR_001283
TOPORS-AS1	NR_033992
TP53AIP1	NM_001195194
TP53TG3	NM_001205259
TP53TG3B	NM_016212
TP53TG3D	NM_001243722
TP73-AS1	NR_033711
TPD52L3	NM_033516
TPI1P2	NR_002187
TPI1P3	NR_027338
TPRG1-AS2	NR_046722
TPRX1	NM_198479
TPTE2	NM_199254
TPTE2P1	NR_026730
TPTE2P3	NR_002793
TPTE2P6	NR_002815
TPTEP1	NR_001591
TRABD	NM_025204
TRAF3IP2-AS1	NR_034111
TRAM2-AS1	NR_103446
TREML1	NM_178174
TREML3P	NR_027256
TREML5P	NR_002794
TRHDE-AS1	NR_026836
TRIM16L	NM_001037330
TRIM39-RPP21	NM_001199119
TRIM4	NM_033091
TRIM43B	NM_001164464
TRIM49D2P	NM_001105522
TRIM51HP	NR_038174
TRIM52	NM_032765
TRIM53AP	NR_028346
TRIM6-TRIM34	NM_001003819
TRIM64	NM_001136486
TRIM64B	NM_001164397
TRIM67	NM_001004342
TRIM73	NM_198924
TRIM9	NM_015163
TRMT13	NM_019083
TROVE2	NM_001173524
TRPC2	NR_002720
TRPC5OS	NM_001195577
TSC22D1-AS1	NR_038381
TSC22D2	NM_014779
TSG1	NR_015362
TSGA10IP	NM_152762
TSIX	NR_003255
TSPAN10	NM_031945
TSPAN16	NM_012466
TSPY2	NM_022573
TSPY26P	NR_002781
TSPY4	NM_001164471
TSPY8	NM_001243721
TSSC1	NM_003310
TTC18	NM_145170
TTC23L	NM_144725
TTC24	NM_001105669
TTC34	NM_001242672
TTC36	NM_001080441
TTC38	NM_017931
TTC3P1	NR_030737
TTC40	NM_001200049
TTC9B	NM_152479
TTLL11	NM_001139442
TTLL13	NM_001029964
TTLL6	NM_001130918
TTLL9	NM_001008409
TTN-AS1	NR_038272
TTTY10	NR_001542
TTTY11	NR_001548
TTTY12	NR_001551
TTTY13	NR_001537
TTTY14	NR_001543
TTTY15	NR_001545
TTTY16	NR_001552
TTTY17A	NR_002180
TTTY18	NR_001550
TTTY19	NR_001549
TTTY2	NR_003590
TTTY20	NR_001546
TTTY21	NR_003588
TTTY22	NR_001539
TTTY23	NR_003593
TTTY3	NR_002176
TTTY4	NR_002178
TTTY5	NR_001541
TTTY7	NR_001534
TTTY8	NR_003591
TTTY9B	NR_002159
TUBA3FP	NR_003608
TUBBP5	NR_027156
TUSC1	NM_001004125
TUSC2	NM_007275
TUSC5	NM_172367
TUSC7	NR_015391
TVP23C	NM_145301
TXLNG2P	NR_045128
TXNRD3NB	NM_001039783
TYRO3P	NR_028510
UBAC2-AS1	NR_036531
UBAP1L	NM_001163692
UBE2DNL	NR_024062
UBE2G1	NM_003342
UBE2MP1	NR_002837
UBE2Q2P1	NR_003661
UBE2Q2P2	NR_004847
UBE2U	NM_152489
UBL7-AS1	NR_038448
UBOX5-AS1	NR_038395
UBXN11	NM_183008
UCA1	NR_015379
UCHL1-AS1	NR_102709
UCKL1-AS1	NR_027287
UFD1L	NM_005659
UG0898H09	NR_027378
UGDH-AS1	NR_047679
ULK4P3	NR_026859
UNC5B-AS1	NR_038453
UNQ6494	NR_024280
UOX	NR_003927
UPK1A	NM_007000
UPK1A-AS1	NR_046420
UPK3B	NM_030570
UQCC	NM_018244
UQCRBP1	NR_002308
USMG5	NM_001206426
USP17L15	NM_001256894
USP17L1P	NM_001256873
USP17L6P	NM_001256867
USP17L9P	NR_046416
USP25	NM_013396
USP27X-AS1	NR_026742
USP30-AS1	NR_038996
USP31	NM_020718
USP32P1	NR_003190
USP54	NM_152586
USP6NL	NM_001080491
UTP11L	NM_016037
UTS2B	NM_198152
UTY	NM_001258249
VAC14-AS1	NR_034083
VARS	NM_006295
VASH2	NM_024749
VAV3-AS1	NR_046653
VCX	NM_013452
VENTXP1	NR_001559
VENTXP7	NR_002311
VIMP	NM_203472
VN1R1	NM_020633
VN1R10P	NR_045612
VN1R5	NM_173858
VPRBP	NM_014703
VPS13A-AS1	NR_026668
VSTM2A	NM_182546
VTRNA1-1	NR_026703
VTRNA1-2	NR_026704
VTRNA1-3	NR_026705
VWA5B1	NM_001039500
VWA5B2	NM_138345
VWA8-AS1	NR_039974
VWA9	NM_001207058
VWC2L-IT1	NR_047698
WAC-AS1	NR_033805
WAPAL	NM_015045
WARS	NM_173701
WASH1	NM_182905
WASH3P	NR_003659
WASH5P	NR_033266
WBP11P1	NR_003558
WBP5	NM_001006613
WBSCR16	NM_030798
WBSCR17	NM_022479
WBSCR22	NM_017528
WBSCR27	NM_152559
WBSCR28	NM_182504
WDR11-AS1	NR_033850
WDR16	NM_145054
WDR17	NM_170710
WDR34	NM_052844
WDR38	NM_001276374
WDR47	NM_001142550
WDR52	NM_001164496
WDR52-AS1	NR_046728
WDR55	NM_017706
WDR64	NM_144625
WDR65	NM_001195831
WDR67	NM_145647
WDR85	NM_138778
WDR86-AS1	NR_034012
WDR89	NM_080666
WDR96	NM_025145
WFDC10B	NM_172006
WFDC5	NM_145652
WHAMMP2	NR_026589
WHAMMP3	NR_003521
WHSC1	NM_001042424
WHSC1L1	NM_023034
WIBG	NM_032345
WISP1	NM_003882
WISP2	NM_003881
WISP3	NM_198239
WRB	NM_004627
WSCD1	NM_015253
WTAPP1	NR_038390
WTH3DI	NM_001077637
WWC2-AS2	NR_024008
WWTR1-AS1	NR_040250
XAGE1B	NM_020411
XAGE1C	NM_020411
XAGE1D	NM_020411
XAGE5	NM_130775
XCR1	NM_001024644
XGPY2	NR_003254
XIST	NR_001564
XKR3	NM_175878
XKRY	NM_004677
XRCC6BP1	NM_033276
XRCC6P5	NR_024608
XRRA1	NM_182969
XXYLT1-AS2	NR_102710
YAE1D1	NM_020192
YARS	NM_003680
YBX3P1	NR_027011
YIPF7	NM_182592
YOD1	NM_018566
YY1P2	NR_033658
ZAK	NM_016653
ZBED5-AS1	NR_034137
ZBED6	NM_001174108
ZBED6CL	NM_138434
ZBTB1	NM_001123329
ZBTB11-AS1	NR_024407
ZBTB20-AS1	NR_038993
ZBTB25	NM_006977
ZBTB34	NM_001099270
ZBTB37	NM_001122770
ZBTB8OS	NM_178547
ZCCHC11	NM_001009881
ZCCHC16	NM_001004308
ZCCHC5	NM_152694
ZCCHC6	NM_024617
ZCWPW1	NM_017984
ZDHHC17	NM_015336
ZDHHC21	NM_178566
ZDHHC23	NM_173570
ZDHHC4	NM_001134389
ZEB2-AS1	NR_040248
ZFAT-AS1	NR_002438
ZFHX4-AS1	NR_024360
ZFP112	NM_001083335
ZFP92	NM_001136273
ZFX-AS1	NR_046657
ZFYVE20	NM_022340
ZFYVE9	NM_004799
ZG16B	NM_145252
ZGLP1	NM_001103167
ZMYM6NB	NM_001195156
ZNF117	NM_015852
ZNF121	NM_001008727
ZNF137P	NR_023311
ZNF140	NM_003440
ZNF146	NM_001099638
ZNF154	NM_001085384
ZNF160	NM_033288
ZNF177	NM_001172651
ZNF180	NM_013256
ZNF189	NM_003452
ZNF192P1	NR_103448
ZNF204P	NR_024553
ZNF207	NM_001098507
ZNF226	NM_001032373
ZNF23	NM_145911
ZNF232	NM_014519
ZNF233	NM_001207005
ZNF239	NM_001099283
ZNF248	NM_001267597
ZNF250	NM_001109689
ZNF252P-AS1	NR_026974
ZNF259	NM_003904
ZNF266	NM_001271314
ZNF271	NR_024566
ZNF273	NM_021148
ZNF280D	NM_017661
ZNF286B	NM_001145045
ZNF295-AS1	NR_027273
ZNF311	NM_001010877
ZNF319	NM_020807
ZNF32-AS1	NR_047557
ZNF32-AS2	NR_047558
ZNF32-AS3	NR_038867
ZNF320	NM_207333
ZNF334	NM_018102
ZNF33BP1	NR_051997
ZNF37A	NM_003421
ZNF383	NM_152604
ZNF384	NM_001135734
ZNF385C	NM_001242704
ZNF391	NM_001076781
ZNF415	NM_018355
ZNF433	NM_001080411
ZNF438	NM_001143767
ZNF439	NM_152262
ZNF479	NM_033273
ZNF487P	NR_026693
ZNF496	NM_032752
ZNF503-AS1	NR_038223
ZNF510	NM_014930
ZNF517	NM_213605
ZNF518A	NM_014803
ZNF530	NM_020880
ZNF544	NM_014480
ZNF550	NM_001277092
ZNF566	NM_001145343
ZNF567	NM_152603
ZNF571-AS1	NR_038248
ZNF573	NM_001172690
ZNF575	NM_174945
ZNF577	NM_032679
ZNF582-AS1	NR_037159
ZNF598	NM_178167
ZNF645	NM_152577
ZNF658	NM_033160
ZNF658B	NR_027861
ZNF663	NR_045983
ZNF667-AS1	NR_036521
ZNF669	NM_024804
ZNF674-AS1	NR_015378
ZNF677	NM_182609
ZNF688	NM_001024683
ZNF7	NM_003416
ZNF702P	NR_003578
ZNF705A	NM_001004328
ZNF705D	NM_001039615
ZNF724P	NR_045525
ZNF733P	NR_003952
ZNF735	NM_001159524
ZNF738	NR_027130
ZNF747	NM_023931
ZNF761	NM_001008401
ZNF772	NM_001024596
ZNF780A	NM_001142577
ZNF788	NR_027049
ZNF790-AS1	NR_040027
ZNF812	NM_001199814
ZNF815P	NR_023382
ZNF818P	NR_073396
ZNF826P	NR_036455
ZNF829	NM_001171979
ZNF833P	NR_028594
ZNF836	NM_001102657
ZNF84	NM_001127372
ZNF841	NM_001136499
ZNF846	NM_001077624
ZNF847P	NR_036753
ZNF876P	NR_027481
ZNF883	NM_001101338
ZNF891	NM_001277291
ZNRF2P1	NR_003502
ZNRF3-AS1	NR_046851
ZRANB2-AS1	NR_038420
ZRANB2-AS2	NR_046217
ZSCAN12	NM_001163391
ZSCAN12P1	NR_024063
ZSCAN20	NM_145238
ZSCAN23	NM_001012455
ZSCAN26	NM_152736
ZSCAN29	NM_152455
ZSCAN31	NM_001135216
ZSCAN5B	NM_001080456
ZUFSP	NM_145062
ZXDA	NM_007156
ZXDB	NM_007157
AACSP1	NR_135095
AADACL2-AS1	NR_110202
AADACP1	NR_026915
AATBC	NR_026961
ABALON	NR_131907
ABCA11P	NR_002451
ABCA9-AS1	NR_126414
ABCF2-H2BE1	NR_160983
ABHD11-AS1	NR_026690
ABHD14A-ACY1	NM_001316331
ABHD18	NM_001366042
ACBD3-AS1	NR_146443
ACBD7-DCLRE1CP1	NR_144471
ACOXL-AS1	NR_122074
ACSM6	NM_207321
ACTA2-AS1	NR_125373
ACTE1P	NR_038862
ACTG1P17	NR_036446
ACTG1P20	NR_033926
ACTG1P4	NR_024438
ACTR3-AS1	NR_110174
ADAM3B	NR_144553
ADAM5	NR_001448
ADAMTS19-AS1	NR_125748
ADAMTS7P1	NR_045529
ADAMTS9-AS1	NR_110150
ADAMTSL4-AS1	NR_104133
ADCY10P1	NR_026938
ADCY6-DT	NR_110019
ADD3-AS1	NR_038943
ADGRA1-AS1	NR_111905
ADGRD1-AS1	NR_131950
ADGRE4P	NR_024075
ADGRF2	NM_153839
ADGRF3	NM_001321975
ADGRF5-AS1	NR_110658
ADGRL3	NM_001322246
ADGRL3-AS1	NR_110595
ADNP-AS1	NR_110007
AFDN-DT	NR_027906
AFF1-AS1	NR_038841
AFG3L1P	NR_003228
AGAP1-IT1	NR_131900
AGAP10P	NR_160521
AGAP12P	NR_029396
AGAP7P	NR_126580
AGBL4-AS1	NR_125988
AGBL4-IT1	NR_046839
AGBL5-AS1	NR_046730
AHSA2P	NR_152213
AIFM3	NM_144704
AJM1	NM_001080482
AKR1C8P	NR_027916
ALG14-AS1	NR_132786
ALG1L9P	NR_073388
ALKBH3-AS1	NR_038907
ALMS1-IT1	NR_046762
ALMS1P1	NR_003683
ALOX12-AS1	NR_040089
AMY1B	NM_001008218
AMY1C	NM_001008219
AMZ2P1	NR_026903
ANAPC1P2	NR_026846
ANAPC1P4	NR_160651
ANAPC1P6	NR_157576
ANKRD18CP	NR_136286
ANKRD19P	NR_026868
ANKRD20A1	NM_032250
ANKRD20A11P	NR_027270
ANKRD20A4-ANKRD20A20P	NR_146419
ANKRD20A5P	NR_040113
ANKRD30BP3	NR_033891
ANKRD34C-AS1	NR_038997
ANKRD44-AS1	NR_135584
ANKRD44-IT1	NR_046837
ANKRD60	NM_001304369
ANO3-AS1	NR_132968
ANTXRL	NM_001354208
ANTXRLP1	NR_103827
AOC4P	NR_002773
AOX3P-AOX2P	NR_135011
APCDD1L-DT	NR_034147
APOA1-AS	NR_126362
APOBEC3A_B	NM_001193289
APOBEC3B-AS1	NR_104187
APOOP5	NR_028471
APTR	NR_134251
ARAP1-AS2	NR_146780
ARF4-AS1	NR_132369
ARHGAP11A-SCG5	NM_001368319
ARHGAP19-SLIT1	NR_037909
ARHGAP22-IT1	NR_146782
ARHGAP26-IT1	NR_046816
ARHGAP27	NM_001282290
ARHGAP27P1	NR_027487
ARHGAP27P1-BPTFP1-KPNA2P3	NR_026899
ARHGAP27P2	NR_027283
ARHGAP31-AS1	NR_046748
ARHGAP42-AS1	NR_133571
ARHGEF34P	NR_033942
ARHGEF35-AS1	NR_126022
ARHGEF7-AS1	NR_046516
ARHGEF7-AS2	NR_046667
ARHGEF9-IT1	NR_138419
ARLNC1	NR_131947
ARMC2-AS1	NR_104137
ARMC4P1	NR_138082
ARNTL2-AS1	NR_109975
ARPC4	NM_001024959
ARPC4-TTLL3	NM_001198793
ARPIN-AP3S2	NM_001199058
ARRDC1-AS1	NR_122035
ARSD-AS1	NR_144459
AS-PTPRE	NR_136149
ASAP1-IT2	NR_045385
ASB15-AS1	NR_111922
ASB16-AS1	NR_049729
ASNSP1	NR_146077
ASTN2-AS1	NR_033973
ATE1-AS1	NR_120495
ATF7-NPFF	NR_159377
ATP11A-AS1	NR_046661
ATP11AUN	NR_164109
ATP13A4-AS1	NR_046726
ATP13A5-AS1	NR_046758
ATP1A1-AS1	NR_024126
ATP2A1-AS1	NR_046290
ATP2B1-AS1	NR_028138
ATP2B2-IT2	NR_046766
ATP2C2-AS1	NR_146503
ATP5MF-PTCD1	NM_001198879
ATP5PF	NM_001320266
ATP6V1B1-AS1	NR_110273
ATP6V1G2-DDX39B	NR_037853
ATP8B5P	NR_003581
ATRIP-TREX1	NR_153405
ATXN1-AS1	NR_136240
ATXN2-AS	NR_146497
AURKAP1	NR_001587
AZGP1P1	NR_036679
AZIN1-AS1	NR_126338
B3GALT1-AS1	NR_131227
B3GALT5-AS1	NR_026542
B3GNT10	NR_027442
B4GALT1-AS1	NR_108109
B4GALT4-AS1	NR_046574
BAALC-AS1	NR_109954
BAALC-AS2	NR_027071
BABAM2-AS1	NR_028308
BACE1-AS	NR_037803
BACH1-IT2	NR_046564
BACH1-IT3	NR_146594
BAGE2	NM_182482
BAGE3	NM_182481
BAGE4	NM_181704
BAGE5	NM_182484
BAIAP2-DT	NR_026857
BARX1-DT	NR_144455
BASP1-AS1	NR_027253
BBOX1-AS1	NR_125767
BCAR3-AS1	NR_034091
BCLAF3	NM_198279
BCORP1	NR_033732
BEAN1-AS1	NR_109960
BFSP2-AS1	NR_135276
BGLT3	NR_121648
BHLHE40-AS1	NR_125915
